link-href,atcCode,name,ddd,unit,adminRoute,note
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX18,J05AX18,letermovir,0.48,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AX18,J05AX18,letermovir,0.48,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=C01BC09,C01BC09,ethacizine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V04CJ02,V04CJ02,protirelin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R05DB22,R05DB22,meprotixol,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=L01AA07,L01AA07,trofosfamide,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D10AB03,D10AB03,tioxolone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C01DA09,C01DA09,trolnitrate,20,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A03AX30,A03AX30,trimethyldiphenylpropylamine,50,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A03AX30,A03AX30,trimethyldiphenylpropylamine,50,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=L03AX09,L03AX09,thymopentin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J04AD02,J04AD02,tiocarlide,7,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=D01AE08,D01AE08,ticlatone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V09DA04,V09DA04,technetium (99mTc) mebrofenin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=P02BX03,P02BX03,stibophen,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01GA02,J01GA02,streptoduocin,1,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=B01AB11,B01AB11,sulodexide,500,LSU,O,LSU = lipoprotein lipase releasing units
https://atcddd.fhi.no/atc_ddd_index/?code=B01AB11,B01AB11,sulodexide,500,LSU,P,LSU = lipoprotein lipase releasing units
https://atcddd.fhi.no/atc_ddd_index/?code=M01CB02,M01CB02,sodium aurotiosulfate,14,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=L04AC15,L04AC15,sirukumab,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A16AX03,A16AX03,sodium phenylbutyrate,20,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=V04CD03,V04CD03,sermorelin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=H01AC04,H01AC04,sermorelin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01BA13,S01BA13,rimexolone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J07BJ,J07BJ01,"rubella, live attenuated",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J07BJ,J07BJ51,"rubella, combinations with mumps, live attenuated",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=H02AB12,H02AB12,rimexolone,20,mg,P,intraarticular
https://atcddd.fhi.no/atc_ddd_index/?code=D06AX13,D06AX13,retapamulin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C01EB21,C01EB21,regadenoson,0.4,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=S01BC09,S01BC09,pranoprofen,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=P01AB05,P01AB05,propenidazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=L04AX06,L04AX06,pomalidomide,3,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=H05AA03,H05AA03,parathyroid hormone,0.1,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=N02BE51,N02BE51,"paracetamol, combinations excl. psycholeptics",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DC,R03DC01,zafirlukast,40,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DC,R03DC02,pranlukast,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DC,R03DC03,montelukast,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DC,R03DC04,ibudilast,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R03DC,R03DC53,"montelukast, combinations",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=H03CA,H03CA,Iodine therapy,0.33,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=H03CA,H03CA,Iodine therapy,0.33,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=V08AD01,V08AD01,ethyl esters of iodised fatty acids,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J06BD04,J06BD04,ansuvimab,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B06AX02,B06AX02,betibeglogene autotemcel,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B06AX05,B06AX05,exagamglogene autotemcel,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01MA25,J01MA25,lascufloxacin,75,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J01DH56,J01DH56,"imipenem, cilastatin and relebactam",2,g,P,Refers to imipenem
https://atcddd.fhi.no/atc_ddd_index/?code=J01CE09,J01CE09,procaine benzylpenicillin,0.6,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=J01AA15,J01AA15,omadacycline,0.3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J01AA15,J01AA15,omadacycline,0.1,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=J01AA14,J01AA14,sarecycline,0.1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C01DX03,C01DX03,oxyfedrine,40,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C01DX03,C01DX03,oxyfedrine,40,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=A14AA04,A14AA04,metenolone,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A14AA04,A14AA04,metenolone,7,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=A10BG04,A10BG04,lobeglitazone,0.5,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J07BM03,J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=G02BB01,G02BB01,vaginal ring with progestogen and estrogen,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE01,polystyrene sulfonate,45,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE02,sevelamer,6.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE03,lanthanum carbonate,2.25,g,O,Expressed as lanthanum
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE04,calcium acetate and magnesium carbonate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE05,sucroferric oxyhydroxide,1.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE06,colestilan,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE07,calcium acetate,6,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE08,ferric citrate,6,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE09,patiromer calcium,8.4,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=V03AE,V03AE10,sodium zirconium cyclosilicate,7.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J07CA09,J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01CR50,J01CR50,combinations of penicillins,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A09AA03,A09AA03,pepsin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D10BX01,D10BX01,ichtasol,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C04AF01,C04AF01,kallidinogenase,30,U,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C04AF01,C04AF01,kallidinogenase,30,U,P,
https://atcddd.fhi.no/atc_ddd_index/?code=S01AA30,S01AA30,combinations of different antibiotics,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01EB04,S01EB04,demecarium,0.1,ml,,
https://atcddd.fhi.no/atc_ddd_index/?code=S02AA13,S02AA13,miconazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J02AB01,J02AB01,miconazole,1,g,P,
https://atcddd.fhi.no/atc_ddd_index/?code=G01AF04,G01AF04,miconazole,0.1,g,V,
https://atcddd.fhi.no/atc_ddd_index/?code=D01AC02,D01AC02,miconazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=A07AC01,A07AC01,miconazole,1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A01AB09,A01AB09,miconazole,0.2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=H02AB11,H02AB11,prednylidene,12,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=G01AX13,G01AX13,protiofate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=G01AF14,G01AF14,propenidazole,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C07AB01,C07AB01,practolol,0.3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C07AB01,C07AB01,practolol,20,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=A06AC08,A06AC08,polycarbophil calcium,2.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A06AC07,A06AC07,triticum (wheat fibre),10,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=M04AX02,M04AX02,pegloticase,0.57,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=M03BA01,M03BA01,phenprobamate,1.6,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J07AJ,J07AJ01,"pertussis, inactivated, whole cell",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J07AJ,J07AJ02,"pertussis, purified antigen",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J07AJ,J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J07AJ,J07AJ52,"pertussis, purified antigen, combinations with toxoids",,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C04AD01,C04AD01,pentifylline,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R03BB02,R03BB02,oxitropium bromide,0.6,mg,Inhal.aerosol,
https://atcddd.fhi.no/atc_ddd_index/?code=R03BB02,R03BB02,oxitropium bromide,4,mg,Inhal.solution,
https://atcddd.fhi.no/atc_ddd_index/?code=H02AB05,H02AB05,paramethasone,4,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=H02AB05,H02AB05,paramethasone,4,mg,P,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AX22,M01AX22,morniflumate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=S01BA08,S01BA08,medrysone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N05BC04,N05BC04,mebutamate,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=H02AB15,H02AB15,meprednisone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C03AA08,C03AA08,methyclothiazide,5,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C01BA12,C01BA12,lorajmine,0.3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=S01AB05,S01AB05,sulfafenazol,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=R06AB07,R06AB07,talastine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01ED08,J01ED08,sulfaphenazole,1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=J01ED06,J01ED06,sulfaperin,0.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C01EB11,C01EB11,tiracizine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J05AR01,J05AR01,zidovudine and lamivudine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C07AB14,C07AB14,landiolol,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V08AC07,V08AC07,iocetamic acid,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V08AC01,V08AC01,iodoxamic acid,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=V08AB08,V08AB08,iopentol,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C04AX28,C04AX28,ifenprodil,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=B01AC19,B01AC19,beraprost,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=J01CA18,J01CA18,hetacillin,2,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=C05CA05,C05CA05,hidrosmin,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AG,M01AG01,mefenamic acid,1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AG,M01AG02,tolfenamic acid,0.3,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AG,M01AG02,tolfenamic acid,0.3,g,R,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AG,M01AG03,flufenamic acid,0.5,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=M01AG,M01AG04,meclofenamic acid,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C01CA15,C01CA15,gepefrine,30,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=A10BC01,A10BC01,glymidine,1,g,O,
https://atcddd.fhi.no/atc_ddd_index/?code=V08CA11,V08CA11,gadofosveset,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=N05AD09,N05AD09,fluanisone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=L01BC09,L01BC09,floxuridine,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=H02AB03,H02AB03,fluocortolone,10,mg,O,
https://atcddd.fhi.no/atc_ddd_index/?code=D07XC05,D07XC05,fluocortolone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=D07AC05,D07AC05,fluocortolone,,,,
https://atcddd.fhi.no/atc_ddd_index/?code=C05AA08,C05AA08,fluocortolone,,,,
